
Search Parameters:State in (AS)	
Data Group	Sampling Year	Station Name	Sampling Collection Date	Latitude Decimal Degrees	Longitude Decimal Degrees	Water Column Sampled	Water Measurement Name	Value	Units	Detection Limit Concentration	Collection Depth	Depth Units	Collection Property	Method Used	QA Code	
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water1	Ambient photosynthetically active radiation	1166.5	µE/m2/s		1.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water1	Dissolved oxygen	6.8	mg/L		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water1	Salinity	36.0	ppt		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water1	Secchi depth	15.0	m		15.0	m		Secchi disk		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water1	Temperature	29.8	deg C		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water1	Water column photosynthetically active radiation	636.5	µE/m2/s		1.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water1	pH	8.1	pH units		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water2	Ambient photosynthetically active radiation	1152.0	µE/m2/s		2.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water2	Dissolved oxygen	6.75	mg/L		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water2	Salinity	36.0	ppt		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water2	Temperature	29.8	deg C		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water2	Water column photosynthetically active radiation	524.0	µE/m2/s		2.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water2	pH	8.1	pH units		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water3	Ambient photosynthetically active radiation	1142.5	µE/m2/s		3.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water3	Dissolved oxygen	6.75	mg/L		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water3	Salinity	36.0	ppt		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water3	Temperature	29.8	deg C		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water3	Water column photosynthetically active radiation	375.5	µE/m2/s		3.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water3	pH	8.1	pH units		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water4	Ambient photosynthetically active radiation	1109.0	µE/m2/s		4.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water4	Dissolved oxygen	6.75	mg/L		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water4	Salinity	36.0	ppt		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water4	Temperature	29.85	deg C		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water4	Water column photosynthetically active radiation	380.0	µE/m2/s		4.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water4	pH	8.1	pH units		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water5	Ambient photosynthetically active radiation	1092.0	µE/m2/s		5.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water5	Dissolved oxygen	6.7	mg/L		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water5	Salinity	36.0	ppt		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water5	Temperature	29.8	deg C		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water5	Water column photosynthetically active radiation	310.5	µE/m2/s		5.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water5	pH	8.1	pH units		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water6	Ambient photosynthetically active radiation	1159.0	µE/m2/s		10.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water6	Dissolved oxygen	6.6	mg/L		10.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water6	Salinity	36.0	ppt		10.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water6	Temperature	29.75	deg C		10.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water6	Water column photosynthetically active radiation	280.0	µE/m2/s		10.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water6	pH	8.1	pH units		10.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water7	Ambient photosynthetically active radiation	1129.0	µE/m2/s		15.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water7	Dissolved oxygen	6.65	mg/L		15.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water7	Salinity	36.0	ppt		15.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water7	Temperature	29.7	deg C		15.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water7	Water column photosynthetically active radiation	188.5	µE/m2/s		15.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water7	pH	8.1	pH units		15.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water8	Ambient photosynthetically active radiation	1173.0	µE/m2/s		20.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water8	Dissolved oxygen	6.65	mg/L		20.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water8	Salinity	36.0	ppt		20.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water8	Temperature	29.7	deg C		20.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water8	Water column photosynthetically active radiation	145.5	µE/m2/s		20.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Mid-water8	pH	8.1	pH units		20.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Surface	Ambient photosynthetically active radiation	1147.0	µE/m2/s		0.5	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Surface	Dissolved oxygen	6.8	mg/L		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Surface	Salinity	36.0	ppt		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Surface	Temperature	29.8	deg C		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Surface	Water column photosynthetically active radiation	921.5	µE/m2/s		0.5	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Surface	pH	8.1	pH units		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Bottom	Ambient photosynthetically active radiation	2236.5	µE/m2/s		25.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Bottom	Dissolved oxygen	6.6	mg/L		25.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Bottom	Salinity	35.9	ppt		25.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Bottom	Temperature	29.5	deg C		25.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Bottom	Water column photosynthetically active radiation	82.0	µE/m2/s		25.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Bottom	pH	7.9	pH units		25.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water1	Ambient photosynthetically active radiation	2155.5	µE/m2/s		1.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water1	Dissolved oxygen	6.95	mg/L		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water1	Salinity	35.7	ppt		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water1	Secchi depth	15.0	m		15.0	m		Secchi disk		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water1	Temperature	29.6	deg C		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water1	Water column photosynthetically active radiation	765.5	µE/m2/s		1.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water1	pH	7.95	pH units		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water2	Ambient photosynthetically active radiation	2120.5	µE/m2/s		2.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water2	Dissolved oxygen	6.95	mg/L		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water2	Salinity	35.7	ppt		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water2	Temperature	29.6	deg C		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water2	Water column photosynthetically active radiation	740.0	µE/m2/s		2.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water2	pH	7.95	pH units		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water3	Ambient photosynthetically active radiation	1944.0	µE/m2/s		3.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water3	Dissolved oxygen	6.9	mg/L		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water3	Salinity	35.7	ppt		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water3	Temperature	29.6	deg C		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water3	Water column photosynthetically active radiation	467.0	µE/m2/s		3.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water3	pH	7.95	pH units		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water4	Ambient photosynthetically active radiation	1867.0	µE/m2/s		4.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water4	Dissolved oxygen	6.85	mg/L		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water4	Salinity	35.7	ppt		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water4	Temperature	29.6	deg C		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water4	Water column photosynthetically active radiation	346.0	µE/m2/s		4.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water4	pH	7.9	pH units		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water5	Ambient photosynthetically active radiation	1864.5	µE/m2/s		5.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water5	Dissolved oxygen	6.8	mg/L		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water5	Salinity	35.7	ppt		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water5	Temperature	29.6	deg C		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water5	Water column photosynthetically active radiation	291.5	µE/m2/s		5.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water5	pH	7.9	pH units		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water6	Ambient photosynthetically active radiation	1849.0	µE/m2/s		10.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water6	Dissolved oxygen	6.65	mg/L		10.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water6	Salinity	35.8	ppt		10.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water6	Temperature	29.6	deg C		10.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water6	Water column photosynthetically active radiation	206.0	µE/m2/s		10.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water6	pH	7.9	pH units		10.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water7	Ambient photosynthetically active radiation	2080.5	µE/m2/s		15.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water7	Dissolved oxygen	6.6	mg/L		15.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water7	Salinity	35.8	ppt		15.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water7	Temperature	29.6	deg C		15.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water7	Water column photosynthetically active radiation	193.5	µE/m2/s		15.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water7	pH	7.9	pH units		15.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0013	14-APR-2004	-14.286	-170.763	Mid-water8	Ambient photosynthetically active radiation	2243.0	µE/m2/s		20.0	m		Licor 2pi Sensor		
